Postsecondary Enrollment,,,,,,,
,,,,,,,
,,,,,,,
Year,Level,Division,School,Subgroup,Students earning a federally recognized high school diploma,Students enrolled in higher education within 16 months of graduation,Percent
2019,SCH,Stafford County Public Schools,Colonial Forge High,Students with Disabilities,43,19,44
2019,SCH,Stafford County Public Schools,Colonial Forge High,White,218,174,80
2019,SCH,Stafford County Public Schools,Mountain View High ,All Students,460,323,70
2019,SCH,Stafford County Public Schools,Mountain View High ,American Indian,<,<,<
2019,SCH,Stafford County Public Schools,Mountain View High ,Asian,12,<,<
2019,SCH,Stafford County Public Schools,Mountain View High ,Black,51,41,80
2019,SCH,Stafford County Public Schools,Mountain View High ,Economically Disadvantaged,76,38,50
2019,SCH,Stafford County Public Schools,Mountain View High ,English Learners,15,<,<
2019,SCH,Stafford County Public Schools,Mountain View High ,Female,227,180,79
2019,SCH,Stafford County Public Schools,Mountain View High ,Hispanic,68,47,69
2019,SCH,Stafford County Public Schools,Mountain View High ,Male,233,143,61
2019,SCH,Stafford County Public Schools,Mountain View High ,Multiple Races,28,19,68
2019,SCH,Stafford County Public Schools,Mountain View High ,Native Hawaiian,<,<,<
2019,SCH,Stafford County Public Schools,Mountain View High ,Students with Disabilities,29,12,41
2019,SCH,Stafford County Public Schools,Mountain View High ,White,295,203,69
2019,SCH,Stafford County Public Schools,North Stafford High,All Students,390,236,61
2019,SCH,Stafford County Public Schools,North Stafford High,Asian,14,10,71
2019,SCH,Stafford County Public Schools,North Stafford High,Black,100,63,63
2019,SCH,Stafford County Public Schools,North Stafford High,Economically Disadvantaged,162,81,50
2019,SCH,Stafford County Public Schools,North Stafford High,English Learners,37,15,41
2019,SCH,Stafford County Public Schools,North Stafford High,Female,207,145,70
2019,SCH,Stafford County Public Schools,North Stafford High,Hispanic,101,55,54
2019,SCH,Stafford County Public Schools,North Stafford High,Male,183,91,50
2019,SCH,Stafford County Public Schools,North Stafford High,Multiple Races,40,25,63
2019,SCH,Stafford County Public Schools,North Stafford High,Native Hawaiian,<,<,<
2019,SCH,Stafford County Public Schools,North Stafford High,Students with Disabilities,40,15,38
2019,SCH,Stafford County Public Schools,North Stafford High,White,134,83,62
2019,SCH,Stafford County Public Schools,Stafford Senior High,All Students,428,278,65
2019,SCH,Stafford County Public Schools,Stafford Senior High,American Indian,<,<,<
2019,SCH,Stafford County Public Schools,Stafford Senior High,Asian,13,<,<
2019,SCH,Stafford County Public Schools,Stafford Senior High,Black,78,47,60
2019,SCH,Stafford County Public Schools,Stafford Senior High,Economically Disadvantaged,148,75,51
2019,SCH,Stafford County Public Schools,Stafford Senior High,English Learners,15,<,<
2019,SCH,Stafford County Public Schools,Stafford Senior High,Female,220,160,73
2019,SCH,Stafford County Public Schools,Stafford Senior High,Hispanic,53,29,55
2019,SCH,Stafford County Public Schools,Stafford Senior High,Male,208,118,57
2019,SCH,Stafford County Public Schools,Stafford Senior High,Multiple Races,31,19,61
2019,SCH,Stafford County Public Schools,Stafford Senior High,Native Hawaiian,<,<,<
2019,SCH,Stafford County Public Schools,Stafford Senior High,Students with Disabilities,33,12,36
2019,SCH,Stafford County Public Schools,Stafford Senior High,White,251,172,69
2019,SCH,Staunton City Public Schools,Staunton High,All Students,187,97,52
2019,SCH,Staunton City Public Schools,Staunton High,Asian,<,<,<
2019,SCH,Staunton City Public Schools,Staunton High,Black,31,15,48
2019,SCH,Staunton City Public Schools,Staunton High,Economically Disadvantaged,73,31,42
2019,SCH,Staunton City Public Schools,Staunton High,English Learners,<,<,<
2019,SCH,Staunton City Public Schools,Staunton High,Female,95,53,56
2019,SCH,Staunton City Public Schools,Staunton High,Hispanic,13,<,<
2019,SCH,Staunton City Public Schools,Staunton High,Male,92,44,48
2019,SCH,Staunton City Public Schools,Staunton High,Multiple Races,18,<,<
2019,SCH,Staunton City Public Schools,Staunton High,Students with Disabilities,14,<,<
2019,SCH,Staunton City Public Schools,Staunton High,White,122,64,52
2019,SCH,Suffolk City Public Schools,King's Fork High,All Students,291,152,52
2019,SCH,Suffolk City Public Schools,King's Fork High,American Indian,<,<,<
2019,SCH,Suffolk City Public Schools,King's Fork High,Asian,<,<,<
2019,SCH,Suffolk City Public Schools,King's Fork High,Black,177,88,50
2019,SCH,Suffolk City Public Schools,King's Fork High,Economically Disadvantaged,125,57,46
2019,SCH,Suffolk City Public Schools,King's Fork High,Female,153,87,57
2019,SCH,Suffolk City Public Schools,King's Fork High,Hispanic,13,<,<
2019,SCH,Suffolk City Public Schools,King's Fork High,Male,138,65,47
2019,SCH,Suffolk City Public Schools,King's Fork High,Multiple Races,13,<,<
2019,SCH,Suffolk City Public Schools,King's Fork High,Native Hawaiian,<,<,<
2019,SCH,Suffolk City Public Schools,King's Fork High,Students with Disabilities,28,<,<
2019,SCH,Suffolk City Public Schools,King's Fork High,White,81,44,54
2019,SCH,Suffolk City Public Schools,Lakeland High,All Students,202,95,47
2019,SCH,Suffolk City Public Schools,Lakeland High,American Indian,<,<,<
2019,SCH,Suffolk City Public Schools,Lakeland High,Asian,<,<,<
2019,SCH,Suffolk City Public Schools,Lakeland High,Black,132,58,44
2019,SCH,Suffolk City Public Schools,Lakeland High,Economically Disadvantaged,96,32,33
2019,SCH,Suffolk City Public Schools,Lakeland High,English Learners,<,<,<
2019,SCH,Suffolk City Public Schools,Lakeland High,Female,113,61,54
2019,SCH,Suffolk City Public Schools,Lakeland High,Hispanic,<,<,<
2019,SCH,Suffolk City Public Schools,Lakeland High,Male,89,34,38
2019,SCH,Suffolk City Public Schools,Lakeland High,Multiple Races,<,<,<
2019,SCH,Suffolk City Public Schools,Lakeland High,Students with Disabilities,17,<,<
2019,SCH,Suffolk City Public Schools,Lakeland High,White,58,28,48
2019,SCH,Suffolk City Public Schools,Nansemond River High,All Students,332,221,67
2019,SCH,Suffolk City Public Schools,Nansemond River High,Asian,<,<,<
2019,SCH,Suffolk City Public Schools,Nansemond River High,Black,169,118,70
2019,SCH,Suffolk City Public Schools,Nansemond River High,Economically Disadvantaged,91,44,48
2019,SCH,Suffolk City Public Schools,Nansemond River High,Female,164,116,71
2019,SCH,Suffolk City Public Schools,Nansemond River High,Hispanic,25,14,56
2019,SCH,Suffolk City Public Schools,Nansemond River High,Male,168,105,63
2019,SCH,Suffolk City Public Schools,Nansemond River High,Multiple Races,15,<,<
2019,SCH,Suffolk City Public Schools,Nansemond River High,Students with Disabilities,22,<,<
2019,SCH,Suffolk City Public Schools,Nansemond River High,White,117,75,64
2019,SCH,Surry County Public Schools,Surry County High,All Students,55,32,58
2019,SCH,Surry County Public Schools,Surry County High,Black,42,29,69
2019,SCH,Surry County Public Schools,Surry County High,Economically Disadvantaged,28,13,46
2019,SCH,Surry County Public Schools,Surry County High,Female,26,19,73
2019,SCH,Surry County Public Schools,Surry County High,Male,29,13,45
2019,SCH,Surry County Public Schools,Surry County High,Multiple Races,<,<,<
2019,SCH,Surry County Public Schools,Surry County High,Students with Disabilities,<,<,<
2019,SCH,Surry County Public Schools,Surry County High,White,12,<,<
2019,SCH,Sussex County Public Schools,Sussex Central High,All Students,71,38,54
2019,SCH,Sussex County Public Schools,Sussex Central High,Black,58,33,57
2019,SCH,Sussex County Public Schools,Sussex Central High,Economically Disadvantaged,34,17,50
2019,SCH,Sussex County Public Schools,Sussex Central High,Female,32,20,63
2019,SCH,Sussex County Public Schools,Sussex Central High,Male,39,18,46
2019,SCH,Sussex County Public Schools,Sussex Central High,Students with Disabilities,10,<,<
2019,SCH,Sussex County Public Schools,Sussex Central High,White,13,<,<
2019,SCH,Tazewell County Public Schools,Graham High,All Students,122,93,76
2019,SCH,Tazewell County Public Schools,Graham High,Asian,<,<,<
2019,SCH,Tazewell County Public Schools,Graham High,Black,<,<,<
2019,SCH,Tazewell County Public Schools,Graham High,Economically Disadvantaged,45,30,67
2019,SCH,Tazewell County Public Schools,Graham High,English Learners,<,<,<
2019,SCH,Tazewell County Public Schools,Graham High,Female,61,54,89
2019,SCH,Tazewell County Public Schools,Graham High,Male,61,39,64
2019,SCH,Tazewell County Public Schools,Graham High,Multiple Races,<,<,<
2019,SCH,Tazewell County Public Schools,Graham High,Students with Disabilities,<,<,<
2019,SCH,Tazewell County Public Schools,Graham High,White,111,83,75
2019,SCH,Tazewell County Public Schools,Richlands High,All Students,166,105,63
2019,SCH,Tazewell County Public Schools,Richlands High,Black,<,<,<
2019,SCH,Tazewell County Public Schools,Richlands High,Economically Disadvantaged,86,44,51
2019,SCH,Tazewell County Public Schools,Richlands High,English Learners,<,<,<
2019,SCH,Tazewell County Public Schools,Richlands High,Female,82,61,74
2019,SCH,Tazewell County Public Schools,Richlands High,Hispanic,<,<,<
2019,SCH,Tazewell County Public Schools,Richlands High,Male,84,44,52
2019,SCH,Tazewell County Public Schools,Richlands High,Multiple Races,<,<,<
2019,SCH,Tazewell County Public Schools,Richlands High,Students with Disabilities,19,<,<
2019,SCH,Tazewell County Public Schools,Richlands High,White,162,102,63
2019,SCH,Tazewell County Public Schools,Tazewell High,All Students,118,81,69
2019,SCH,Tazewell County Public Schools,Tazewell High,Asian,<,<,<
2019,SCH,Tazewell County Public Schools,Tazewell High,Black,<,<,<
2019,SCH,Tazewell County Public Schools,Tazewell High,Economically Disadvantaged,59,34,58
2019,SCH,Tazewell County Public Schools,Tazewell High,Female,63,50,79
2019,SCH,Tazewell County Public Schools,Tazewell High,Male,55,31,56
2019,SCH,Tazewell County Public Schools,Tazewell High,Multiple Races,<,<,<
2019,SCH,Tazewell County Public Schools,Tazewell High,Students with Disabilities,15,11,73
2019,SCH,Tazewell County Public Schools,Tazewell High,White,112,77,69
2019,SCH,Virginia Beach City Public Schools,Bayside High,All Students,400,210,53
2019,SCH,Virginia Beach City Public Schools,Bayside High,Asian,31,23,74
2019,SCH,Virginia Beach City Public Schools,Bayside High,Black,164,73,45
2019,SCH,Virginia Beach City Public Schools,Bayside High,Economically Disadvantaged,206,99,48
2019,SCH,Virginia Beach City Public Schools,Bayside High,English Learners,11,<,<
2019,SCH,Virginia Beach City Public Schools,Bayside High,Female,232,142,61
2019,SCH,Virginia Beach City Public Schools,Bayside High,Hispanic,58,32,55
2019,SCH,Virginia Beach City Public Schools,Bayside High,Male,168,68,40
2019,SCH,Virginia Beach City Public Schools,Bayside High,Multiple Races,36,17,47
2019,SCH,Virginia Beach City Public Schools,Bayside High,Native Hawaiian,<,<,<
2019,SCH,Virginia Beach City Public Schools,Bayside High,Students with Disabilities,33,13,39
2019,SCH,Virginia Beach City Public Schools,Bayside High,White,108,64,59
2019,SCH,Virginia Beach City Public Schools,First Colonial High,All Students,391,266,68
2019,SCH,Virginia Beach City Public Schools,First Colonial High,Asian,11,<,<
2019,SCH,Virginia Beach City Public Schools,First Colonial High,Black,67,36,54
2019,SCH,Virginia Beach City Public Schools,First Colonial High,Economically Disadvantaged,125,60,48
2019,SCH,Virginia Beach City Public Schools,First Colonial High,English Learners,<,<,<
2019,SCH,Virginia Beach City Public Schools,First Colonial High,Female,210,162,77
2019,SCH,Virginia Beach City Public Schools,First Colonial High,Hispanic,41,23,56
2019,SCH,Virginia Beach City Public Schools,First Colonial High,Male,181,104,57
2019,SCH,Virginia Beach City Public Schools,First Colonial High,Multiple Races,17,13,76
2019,SCH,Virginia Beach City Public Schools,First Colonial High,Native Hawaiian,<,<,<
2019,SCH,Virginia Beach City Public Schools,First Colonial High,Students with Disabilities,15,<,<
2019,SCH,Virginia Beach City Public Schools,First Colonial High,White,254,186,73
2019,SCH,Virginia Beach City Public Schools,Floyd Kellam High,All Students,480,352,73
2019,SCH,Virginia Beach City Public Schools,Floyd Kellam High,Asian,19,14,74
2019,SCH,Virginia Beach City Public Schools,Floyd Kellam High,Black,21,15,71
2019,SCH,Virginia Beach City Public Schools,Floyd Kellam High,Economically Disadvantaged,58,33,57
2019,SCH,Virginia Beach City Public Schools,Floyd Kellam High,English Learners,<,<,<
2019,SCH,Virginia Beach City Public Schools,Floyd Kellam High,Female,237,187,79
2019,SCH,Virginia Beach City Public Schools,Floyd Kellam High,Hispanic,38,29,76
2019,SCH,Virginia Beach City Public Schools,Floyd Kellam High,Male,243,165,68
2019,SCH,Virginia Beach City Public Schools,Floyd Kellam High,Multiple Races,27,20,74
2019,SCH,Virginia Beach City Public Schools,Floyd Kellam High,Native Hawaiian,<,<,<
2019,SCH,Virginia Beach City Public Schools,Floyd Kellam High,Students with Disabilities,27,11,41
2019,SCH,Virginia Beach City Public Schools,Floyd Kellam High,White,370,270,73
2019,SCH,Virginia Beach City Public Schools,Frank W. Cox High,All Students,412,276,67
2019,SCH,Virginia Beach City Public Schools,Frank W. Cox High,American Indian,<,<,<
2019,SCH,Virginia Beach City Public Schools,Frank W. Cox High,Asian,13,12,92
2019,SCH,Virginia Beach City Public Schools,Frank W. Cox High,Black,46,19,41
2019,SCH,Virginia Beach City Public Schools,Frank W. Cox High,Economically Disadvantaged,101,42,42
2019,SCH,Virginia Beach City Public Schools,Frank W. Cox High,English Learners,10,<,<
2019,SCH,Virginia Beach City Public Schools,Frank W. Cox High,Female,188,132,70
2019,SCH,Virginia Beach City Public Schools,Frank W. Cox High,Hispanic,36,21,58
2019,SCH,Virginia Beach City Public Schools,Frank W. Cox High,Male,224,144,64
2019,SCH,Virginia Beach City Public Schools,Frank W. Cox High,Multiple Races,21,10,48
2019,SCH,Virginia Beach City Public Schools,Frank W. Cox High,Students with Disabilities,28,<,<
2019,SCH,Virginia Beach City Public Schools,Frank W. Cox High,White,295,213,72
2019,SCH,Virginia Beach City Public Schools,Green Run Collegiate,All Students,70,51,73
2019,SCH,Virginia Beach City Public Schools,Green Run Collegiate,Asian,<,<,<
2019,SCH,Virginia Beach City Public Schools,Green Run Collegiate,Black,31,24,77
2019,SCH,Virginia Beach City Public Schools,Green Run Collegiate,Economically Disadvantaged,29,18,62
2019,SCH,Virginia Beach City Public Schools,Green Run Collegiate,English Learners,<,<,<
2019,SCH,Virginia Beach City Public Schools,Green Run Collegiate,Female,42,33,79
2019,SCH,Virginia Beach City Public Schools,Green Run Collegiate,Hispanic,<,<,<
2019,SCH,Virginia Beach City Public Schools,Green Run Collegiate,Male,28,18,64
2019,SCH,Virginia Beach City Public Schools,Green Run Collegiate,Multiple Races,<,<,<
2019,SCH,Virginia Beach City Public Schools,Green Run Collegiate,Students with Disabilities,<,<,<
2019,SCH,Virginia Beach City Public Schools,Green Run Collegiate,White,14,10,71
2019,SCH,Virginia Beach City Public Schools,Green Run High,All Students,316,121,38
2019,SCH,Virginia Beach City Public Schools,Green Run High,American Indian,<,<,<
2019,SCH,Virginia Beach City Public Schools,Green Run High,Asian,30,10,33
2019,SCH,Virginia Beach City Public Schools,Green Run High,Black,135,47,35
2019,SCH,Virginia Beach City Public Schools,Green Run High,Economically Disadvantaged,186,68,37
2019,SCH,Virginia Beach City Public Schools,Green Run High,English Learners,15,<,<
2019,SCH,Virginia Beach City Public Schools,Green Run High,Female,150,68,45
2019,SCH,Virginia Beach City Public Schools,Green Run High,Hispanic,24,12,50
