Teacher Educational Attainment,,,,,
,,,,,
,,,,,
Year,Level,Division,School,Year Percent,Type
2023 - 2024,SCH,Salem City Public Schools,Salem High,58,Master's Degree
2023 - 2024,SCH,Salem City Public Schools,Salem High,1,Doctoral Degree
2023 - 2024,SCH,Salem City Public Schools,South Salem Elementary,47,Bachelor's Degree
2023 - 2024,SCH,Salem City Public Schools,South Salem Elementary,53,Master's Degree
2023 - 2024,SCH,Salem City Public Schools,South Salem Elementary,0,Doctoral Degree
2023 - 2024,SCH,Salem City Public Schools,Virginia Virtual Academy at Salem,41,Bachelor's Degree
2023 - 2024,SCH,Salem City Public Schools,Virginia Virtual Academy at Salem,57,Master's Degree
2023 - 2024,SCH,Salem City Public Schools,Virginia Virtual Academy at Salem,0,Doctoral Degree
2023 - 2024,SCH,Salem City Public Schools,West Salem Elementary,39,Bachelor's Degree
2023 - 2024,SCH,Salem City Public Schools,West Salem Elementary,61,Master's Degree
2023 - 2024,SCH,Salem City Public Schools,West Salem Elementary,0,Doctoral Degree
2023 - 2024,SCH,Scott County Public Schools,Duffield-Pattonsville Primary,74,Bachelor's Degree
2023 - 2024,SCH,Scott County Public Schools,Duffield-Pattonsville Primary,26,Master's Degree
2023 - 2024,SCH,Scott County Public Schools,Duffield-Pattonsville Primary,0,Doctoral Degree
2023 - 2024,SCH,Scott County Public Schools,Dungannon Elementary,61,Bachelor's Degree
2023 - 2024,SCH,Scott County Public Schools,Dungannon Elementary,35,Master's Degree
2023 - 2024,SCH,Scott County Public Schools,Dungannon Elementary,0,Doctoral Degree
2023 - 2024,SCH,Scott County Public Schools,Gate City High,56,Bachelor's Degree
2023 - 2024,SCH,Scott County Public Schools,Gate City High,42,Master's Degree
2023 - 2024,SCH,Scott County Public Schools,Gate City High,0,Doctoral Degree
2023 - 2024,SCH,Scott County Public Schools,Gate City Middle,65,Bachelor's Degree
2023 - 2024,SCH,Scott County Public Schools,Gate City Middle,33,Master's Degree
2023 - 2024,SCH,Scott County Public Schools,Gate City Middle,3,Doctoral Degree
2023 - 2024,SCH,Scott County Public Schools,Hilton Elementary,59,Bachelor's Degree
2023 - 2024,SCH,Scott County Public Schools,Hilton Elementary,41,Master's Degree
2023 - 2024,SCH,Scott County Public Schools,Hilton Elementary,0,Doctoral Degree
2023 - 2024,SCH,Scott County Public Schools,Nickelsville Elementary,61,Bachelor's Degree
2023 - 2024,SCH,Scott County Public Schools,Nickelsville Elementary,35,Master's Degree
2023 - 2024,SCH,Scott County Public Schools,Nickelsville Elementary,0,Doctoral Degree
2023 - 2024,SCH,Scott County Public Schools,Rye Cove High,50,Bachelor's Degree
2023 - 2024,SCH,Scott County Public Schools,Rye Cove High,43,Master's Degree
2023 - 2024,SCH,Scott County Public Schools,Rye Cove High,0,Doctoral Degree
2023 - 2024,SCH,Scott County Public Schools,Rye Cove Intermediate,62,Bachelor's Degree
2023 - 2024,SCH,Scott County Public Schools,Rye Cove Intermediate,29,Master's Degree
2023 - 2024,SCH,Scott County Public Schools,Rye Cove Intermediate,0,Doctoral Degree
2023 - 2024,SCH,Scott County Public Schools,Shoemaker Elementary,62,Bachelor's Degree
2023 - 2024,SCH,Scott County Public Schools,Shoemaker Elementary,36,Master's Degree
2023 - 2024,SCH,Scott County Public Schools,Shoemaker Elementary,0,Doctoral Degree
2023 - 2024,SCH,Scott County Public Schools,Twin Springs High,59,Bachelor's Degree
2023 - 2024,SCH,Scott County Public Schools,Twin Springs High,38,Master's Degree
2023 - 2024,SCH,Scott County Public Schools,Twin Springs High,3,Doctoral Degree
2023 - 2024,SCH,Scott County Public Schools,Virginia Connections Academy,30,Bachelor's Degree
2023 - 2024,SCH,Scott County Public Schools,Virginia Connections Academy,63,Master's Degree
2023 - 2024,SCH,Scott County Public Schools,Virginia Connections Academy,4,Doctoral Degree
2023 - 2024,SCH,Scott County Public Schools,Weber City Elementary,56,Bachelor's Degree
2023 - 2024,SCH,Scott County Public Schools,Weber City Elementary,41,Master's Degree
2023 - 2024,SCH,Scott County Public Schools,Weber City Elementary,0,Doctoral Degree
2023 - 2024,SCH,Scott County Public Schools,Yuma Elementary,67,Bachelor's Degree
2023 - 2024,SCH,Scott County Public Schools,Yuma Elementary,33,Master's Degree
2023 - 2024,SCH,Scott County Public Schools,Yuma Elementary,0,Doctoral Degree
2023 - 2024,SCH,Shenandoah County Public Schools,Ashby-Lee Elementary,52,Bachelor's Degree
2023 - 2024,SCH,Shenandoah County Public Schools,Ashby-Lee Elementary,48,Master's Degree
2023 - 2024,SCH,Shenandoah County Public Schools,Ashby-Lee Elementary,0,Doctoral Degree
2023 - 2024,SCH,Shenandoah County Public Schools,Central High,53,Bachelor's Degree
2023 - 2024,SCH,Shenandoah County Public Schools,Central High,41,Master's Degree
2023 - 2024,SCH,Shenandoah County Public Schools,Central High,2,Doctoral Degree
2023 - 2024,SCH,Shenandoah County Public Schools,North Fork Middle,28,Bachelor's Degree
2023 - 2024,SCH,Shenandoah County Public Schools,North Fork Middle,69,Master's Degree
2023 - 2024,SCH,Shenandoah County Public Schools,North Fork Middle,0,Doctoral Degree
2023 - 2024,SCH,Shenandoah County Public Schools,Peter Muhlenberg Middle,47,Bachelor's Degree
2023 - 2024,SCH,Shenandoah County Public Schools,Peter Muhlenberg Middle,51,Master's Degree
2023 - 2024,SCH,Shenandoah County Public Schools,Peter Muhlenberg Middle,2,Doctoral Degree
2023 - 2024,SCH,Shenandoah County Public Schools,Sandy Hook Elementary,52,Bachelor's Degree
2023 - 2024,SCH,Shenandoah County Public Schools,Sandy Hook Elementary,48,Master's Degree
2023 - 2024,SCH,Shenandoah County Public Schools,Sandy Hook Elementary,0,Doctoral Degree
2023 - 2024,SCH,Shenandoah County Public Schools,Signal Knob Middle,48,Bachelor's Degree
2023 - 2024,SCH,Shenandoah County Public Schools,Signal Knob Middle,50,Master's Degree
2023 - 2024,SCH,Shenandoah County Public Schools,Signal Knob Middle,0,Doctoral Degree
2023 - 2024,SCH,Shenandoah County Public Schools,Stonewall Jackson High,38,Bachelor's Degree
2023 - 2024,SCH,Shenandoah County Public Schools,Stonewall Jackson High,57,Master's Degree
2023 - 2024,SCH,Shenandoah County Public Schools,Stonewall Jackson High,2,Doctoral Degree
2023 - 2024,SCH,Shenandoah County Public Schools,Strasburg High,41,Bachelor's Degree
2023 - 2024,SCH,Shenandoah County Public Schools,Strasburg High,55,Master's Degree
2023 - 2024,SCH,Shenandoah County Public Schools,Strasburg High,2,Doctoral Degree
2023 - 2024,SCH,Shenandoah County Public Schools,W.W. Robinson Elementary,41,Bachelor's Degree
2023 - 2024,SCH,Shenandoah County Public Schools,W.W. Robinson Elementary,58,Master's Degree
2023 - 2024,SCH,Shenandoah County Public Schools,W.W. Robinson Elementary,0,Doctoral Degree
2023 - 2024,SCH,Smyth County Public Schools,Atkins Elementary,54,Bachelor's Degree
2023 - 2024,SCH,Smyth County Public Schools,Atkins Elementary,42,Master's Degree
2023 - 2024,SCH,Smyth County Public Schools,Atkins Elementary,0,Doctoral Degree
2023 - 2024,SCH,Smyth County Public Schools,Chilhowie Elementary,57,Bachelor's Degree
2023 - 2024,SCH,Smyth County Public Schools,Chilhowie Elementary,39,Master's Degree
2023 - 2024,SCH,Smyth County Public Schools,Chilhowie Elementary,0,Doctoral Degree
2023 - 2024,SCH,Smyth County Public Schools,Chilhowie High,55,Bachelor's Degree
2023 - 2024,SCH,Smyth County Public Schools,Chilhowie High,43,Master's Degree
2023 - 2024,SCH,Smyth County Public Schools,Chilhowie High,0,Doctoral Degree
2023 - 2024,SCH,Smyth County Public Schools,Chilhowie Middle,49,Bachelor's Degree
2023 - 2024,SCH,Smyth County Public Schools,Chilhowie Middle,49,Master's Degree
2023 - 2024,SCH,Smyth County Public Schools,Chilhowie Middle,0,Doctoral Degree
2023 - 2024,SCH,Smyth County Public Schools,Marion Elementary,41,Bachelor's Degree
2023 - 2024,SCH,Smyth County Public Schools,Marion Elementary,56,Master's Degree
2023 - 2024,SCH,Smyth County Public Schools,Marion Elementary,0,Doctoral Degree
2023 - 2024,SCH,Smyth County Public Schools,Marion Middle,57,Bachelor's Degree
2023 - 2024,SCH,Smyth County Public Schools,Marion Middle,40,Master's Degree
2023 - 2024,SCH,Smyth County Public Schools,Marion Middle,0,Doctoral Degree
2023 - 2024,SCH,Smyth County Public Schools,Marion Senior High,46,Bachelor's Degree
2023 - 2024,SCH,Smyth County Public Schools,Marion Senior High,51,Master's Degree
2023 - 2024,SCH,Smyth County Public Schools,Marion Senior High,0,Doctoral Degree
2023 - 2024,SCH,Smyth County Public Schools,Northwood High,46,Bachelor's Degree
2023 - 2024,SCH,Smyth County Public Schools,Northwood High,51,Master's Degree
2023 - 2024,SCH,Smyth County Public Schools,Northwood High,0,Doctoral Degree
2023 - 2024,SCH,Smyth County Public Schools,Northwood Middle,62,Bachelor's Degree
2023 - 2024,SCH,Smyth County Public Schools,Northwood Middle,38,Master's Degree
2023 - 2024,SCH,Smyth County Public Schools,Northwood Middle,0,Doctoral Degree
2023 - 2024,SCH,Smyth County Public Schools,Oak Point Elementary,62,Bachelor's Degree
2023 - 2024,SCH,Smyth County Public Schools,Oak Point Elementary,32,Master's Degree
2023 - 2024,SCH,Smyth County Public Schools,Oak Point Elementary,0,Doctoral Degree
2023 - 2024,SCH,Smyth County Public Schools,Rich Valley Elementary,63,Bachelor's Degree
2023 - 2024,SCH,Smyth County Public Schools,Rich Valley Elementary,38,Master's Degree
2023 - 2024,SCH,Smyth County Public Schools,Rich Valley Elementary,0,Doctoral Degree
2023 - 2024,SCH,Smyth County Public Schools,Saltville Elementary,58,Bachelor's Degree
2023 - 2024,SCH,Smyth County Public Schools,Saltville Elementary,38,Master's Degree
2023 - 2024,SCH,Smyth County Public Schools,Saltville Elementary,4,Doctoral Degree
2023 - 2024,SCH,Smyth County Public Schools,Sugar Grove Elementary,60,Bachelor's Degree
2023 - 2024,SCH,Smyth County Public Schools,Sugar Grove Elementary,20,Master's Degree
2023 - 2024,SCH,Smyth County Public Schools,Sugar Grove Elementary,0,Doctoral Degree
2023 - 2024,SCH,Southampton County Public Schools,Capron Elementary,52,Bachelor's Degree
2023 - 2024,SCH,Southampton County Public Schools,Capron Elementary,30,Master's Degree
2023 - 2024,SCH,Southampton County Public Schools,Capron Elementary,4,Doctoral Degree
2023 - 2024,SCH,Southampton County Public Schools,Meherrin Elementary,50,Bachelor's Degree
2023 - 2024,SCH,Southampton County Public Schools,Meherrin Elementary,50,Master's Degree
2023 - 2024,SCH,Southampton County Public Schools,Meherrin Elementary,0,Doctoral Degree
2023 - 2024,SCH,Southampton County Public Schools,Nottoway Elementary,48,Bachelor's Degree
2023 - 2024,SCH,Southampton County Public Schools,Nottoway Elementary,48,Master's Degree
2023 - 2024,SCH,Southampton County Public Schools,Nottoway Elementary,0,Doctoral Degree
2023 - 2024,SCH,Southampton County Public Schools,Riverdale Elementary,58,Bachelor's Degree
2023 - 2024,SCH,Southampton County Public Schools,Riverdale Elementary,33,Master's Degree
2023 - 2024,SCH,Southampton County Public Schools,Riverdale Elementary,0,Doctoral Degree
2023 - 2024,SCH,Southampton County Public Schools,Southampton High,45,Bachelor's Degree
2023 - 2024,SCH,Southampton County Public Schools,Southampton High,33,Master's Degree
2023 - 2024,SCH,Southampton County Public Schools,Southampton High,6,Doctoral Degree
2023 - 2024,SCH,Southampton County Public Schools,Southampton Middle,50,Bachelor's Degree
2023 - 2024,SCH,Southampton County Public Schools,Southampton Middle,29,Master's Degree
2023 - 2024,SCH,Southampton County Public Schools,Southampton Middle,0,Doctoral Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Battlefield Elementary,56,Bachelor's Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Battlefield Elementary,38,Master's Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Battlefield Elementary,0,Doctoral Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Battlefield Middle,44,Bachelor's Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Battlefield Middle,51,Master's Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Battlefield Middle,2,Doctoral Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Berkeley Elementary,40,Bachelor's Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Berkeley Elementary,60,Master's Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Berkeley Elementary,0,Doctoral Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Brock Road Elementary,45,Bachelor's Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Brock Road Elementary,45,Master's Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Brock Road Elementary,0,Doctoral Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Cedar Forest Elementary,31,Bachelor's Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Cedar Forest Elementary,61,Master's Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Cedar Forest Elementary,0,Doctoral Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Chancellor Elementary,41,Bachelor's Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Chancellor Elementary,56,Master's Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Chancellor Elementary,0,Doctoral Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Chancellor High,38,Bachelor's Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Chancellor High,51,Master's Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Chancellor High,3,Doctoral Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Chancellor Middle,42,Bachelor's Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Chancellor Middle,45,Master's Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Chancellor Middle,4,Doctoral Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Courthouse Road Elementary,44,Bachelor's Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Courthouse Road Elementary,56,Master's Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Courthouse Road Elementary,0,Doctoral Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Courtland Elementary,46,Bachelor's Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Courtland Elementary,51,Master's Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Courtland Elementary,0,Doctoral Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Courtland High,38,Bachelor's Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Courtland High,55,Master's Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Courtland High,2,Doctoral Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Freedom Middle,38,Bachelor's Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Freedom Middle,59,Master's Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Freedom Middle,0,Doctoral Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Harrison Road Elementary,47,Bachelor's Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Harrison Road Elementary,41,Master's Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Harrison Road Elementary,0,Doctoral Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Lee Hill Elementary,35,Bachelor's Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Lee Hill Elementary,60,Master's Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Lee Hill Elementary,0,Doctoral Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Livingston Elementary,56,Bachelor's Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Livingston Elementary,44,Master's Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Livingston Elementary,0,Doctoral Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Massaponax High,50,Bachelor's Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Massaponax High,45,Master's Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Massaponax High,2,Doctoral Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Ni River Middle,46,Bachelor's Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Ni River Middle,49,Master's Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Ni River Middle,2,Doctoral Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Parkside Elementary,42,Bachelor's Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Parkside Elementary,30,Master's Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Parkside Elementary,2,Doctoral Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Post Oak Middle,34,Bachelor's Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Post Oak Middle,58,Master's Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Post Oak Middle,0,Doctoral Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Riverbend High ,47,Bachelor's Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Riverbend High ,47,Master's Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Riverbend High ,1,Doctoral Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Riverview Elementary,39,Bachelor's Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Riverview Elementary,57,Master's Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Riverview Elementary,0,Doctoral Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Salem Elementary,28,Bachelor's Degree
2023 - 2024,SCH,Spotsylvania County Public Schools,Salem Elementary,63,Master's Degree
